Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
M,297.8,307.4,1330,51.7,183
M,298.6,309.9,1818,24.9,9
H,299.2,308.5,1342,47.5,147
M,297.0,308.0,1408,47.9,54
L,298.8,310.0,1487,41.4,152
L,303.1,311.1,1420,55.8,113
L,298.3,308.0,1363,50.1,96
M,300.8,310.5,1696,29.7,162
L,300.3,311.8,1360,48.0,119
L,303.8,313.1,1458,42.2,25
M,297.1,308.4,1880,23.5,155
H,302.5,311.5,1626,36.0,44
M,302.9,312.5,1903,21.2,23
M,300.4,311.8,1707,30.0,165
L,298.9,308.8,1281,53.9,77
L,300.7,310.8,1619,34.9,57
L,302.2,311.0,1463,46.8,150
M,303.7,312.9,1406,41.9,48
L,299.0,308.4,1571,38.6,5
L,297.2,308.3,1379,52.1,21
L,295.5,306.2,1448,48.9,65
M,301.2,311.5,1498,49.5,3
L,301.7,309.5,1298,65.5,229
M,302.3,311.5,1316,47.2,4
L,300.8,311.2,1481,38.5,181
L,299.5,309.1,1476,47.8,223
L,299.6,309.5,1453,41.4,168
L,303.6,313.1,1405,38.3,58
H,297.6,308.8,1385,44.4,181
L,300.9,310.5,1565,35.9,81
L,301.3,311.0,1539,36.9,206
L,300.6,310.0,1438,53.8,103
M,298.2,308.7,1426,42.6,23
M,297.3,308.4,1686,34.5,97
M,301.7,311.0,1537,33.5,146
L,299.0,309.9,1548,34.5,214
L,303.8,313.0,1427,43.0,0
M,299.9,309.5,2065,18.1,62
L,300.2,311.6,1999,21.0,19
H,299.3,310.4,1510,45.5,27
M,299.3,310.6,1457,42.1,104
L,298.4,308.6,1591,36.7,122
L,298.5,309.4,1360,60.9,187
M,300.1,309.0,1612,33.0,34
L,297.1,308.4,1304,53.5,153
L,301.1,310.5,1324,52.4,171
M,300.6,311.7,1424,50.8,182
L,300.5,311.5,1316,49.7,55
H,304.0,313.2,1271,68.6,161
M,296.9,307.8,1840,24.6,157
L,300.0,309.3,1397,51.2,173
M,298.0,308.7,1436,48.2,201
L,297.3,308.6,1486,42.6,105
M,300.8,311.2,1488,40.1,87
L,301.0,310.9,1428,45.3,47
M,300.3,310.0,1409,43.2,9
L,297.4,308.3,1854,21.8,24
H,298.9,310.1,1491,45.3,133
M,301.8,310.7,1383,45.7,44
L,298.4,308.3,1433,62.3,20
M,297.8,307.9,1726,27.3,35
L,301.2,311.0,1567,35.1,64
M,302.5,311.5,1358,52.7,139
M,301.1,311.2,1591,35.0,208
L,300.5,311.1,1547,37.2,7
M,302.2,311.5,1443,47.0,90
L,299.1,308.4,1693,31.6,65
L,298.4,310.0,1559,44.2,23
L,300.7,312.3,1577,33.2,100
L,299.4,308.9,1583,34.1,176
M,303.4,311.7,1690,34.9,189
M,303.7,312.7,1316,51.8,197
M,301.3,311.1,1834,25.4,22
L,300.5,311.6,1661,30.0,158
M,297.7,309.0,1433,41.8,16
H,299.0,308.8,1382,58.5,199
L,298.8,308.6,1584,34.4,42
M,299.3,308.5,1304,60.6,8
L,300.5,309.6,1390,48.4,194
L,300.6,311.1,1471,40.7,26
L,301.0,312.2,1601,33.0,109
L,302.9,311.2,1751,23.8,196
M,300.1,310.1,1402,46.6,10
L,300.7,312.4,1590,37.9,98
L,299.1,308.1,1479,40.7,10
M,301.2,311.1,1574,34.3,4
H,299.3,310.0,1373,44.8,221
H,297.7,308.8,1404,50.3,97
L,297.9,307.5,1574,35.8,153
L,300.8,311.7,1414,49.0,10
L,298.5,309.5,1547,33.1,68
L,298.5,308.1,1564,31.1,34
M,298.0,307.6,1569,35.6,173
M,300.3,311.9,1429,41.6,184
M,301.7,310.6,1876,22.1,99
L,300.9,312.1,1711,28.8,74
M,300.8,310.9,1522,41.7,115
L,298.7,309.9,1617,33.0,203
H,298.9,308.4,1449,42.4,149
L,298.8,310.0,1423,42.1,154
L,299.1,310.1,1894,24.2,22
L,300.2,309.5,1343,50.2,98
M,297.6,308.6,1595,36.9,25
L,299.8,311.1,1820,24.9,174
M,300.3,309.6,1488,41.3,172
M,298.5,308.0,1461,51.9,157
M,298.5,308.7,1367,47.3,47
H,298.5,309.2,1568,40.6,39
L,297.5,308.5,1340,57.4,143
M,303.5,313.0,1403,51.9,77
L,298.8,310.0,1412,46.3,107
L,303.6,311.7,1546,38.5,64
L,303.5,312.3,1681,29.8,25
M,300.6,310.5,2156,18.0,16
L,302.1,310.7,1325,45.1,208
M,300.9,311.3,1801,24.6,100
H,297.3,308.3,1506,37.0,54
M,296.6,307.5,1734,27.0,50
L,303.1,312.6,1514,42.1,138
L,299.7,309.1,1475,40.0,123
H,297.5,308.1,1548,38.2,117
L,297.1,307.9,1507,38.3,170
M,299.9,309.5,1372,56.2,133
M,297.3,308.4,1434,44.8,21
H,301.4,311.1,1445,41.4,144
L,297.9,308.0,1490,46.2,6
H,302.7,311.5,1556,35.0,164
L,297.5,309.2,1715,28.0,30
L,302.3,310.9,1412,48.9,28
H,302.6,311.7,1471,48.3,25
L,304.2,313.4,1740,23.7,86
L,301.9,311.2,1369,49.8,66
M,302.4,310.7,1521,40.4,152
L,297.0,307.9,1529,42.2,157
L,302.5,311.9,1452,47.4,77
L,301.0,310.5,1932,21.7,79
L,301.0,310.9,1479,44.3,194
L,300.7,311.1,1478,46.8,165
L,299.9,309.5,1567,35.5,171
L,300.6,311.0,1563,40.7,87
L,300.2,309.8,1353,59.4,26
M,301.4,311.0,1234,55.8,152
M,300.0,310.2,1443,58.7,68
M,300.2,311.6,1415,55.8,82
L,302.6,310.3,1479,40.4,105
L,301.1,311.1,1429,42.5,123
L,301.3,310.7,1608,31.4,86
L,302.5,310.9,1477,39.2,144
M,297.8,307.4,1488,36.1,57
M,299.9,309.3,1452,41.9,106
L,299.3,308.6,1482,37.6,132
L,301.0,310.8,1475,35.3,19
L,303.4,311.7,1673,32.2,166
L,298.0,308.2,1459,42.1,146
L,301.5,311.1,2055,16.8,105
M,298.8,309.9,1495,35.2,214
L,300.1,311.5,1471,47.2,201
L,298.7,309.7,1393,45.7,99
M,300.8,311.9,1621,28.3,211
L,298.2,307.7,1503,38.3,87
L,300.0,309.5,1675,30.2,11
L,300.0,309.6,1514,44.6,98
L,298.3,308.9,1708,27.3,170
L,297.4,308.6,1524,43.1,73
H,297.2,308.4,2182,17.3,119
L,302.6,312.2,1695,27.1,32
H,301.1,311.3,2207,16.6,43
L,297.4,308.6,1411,46.3,138
L,304.1,313.0,1566,37.2,7
H,298.8,309.8,1911,21.6,126
L,301.2,310.3,1497,45.7,76
M,298.5,309.0,1741,28.0,21
M,302.2,311.5,1863,25.7,85
H,304.0,313.2,1517,43.1,96
L,297.3,308.3,1504,36.3,45
L,299.2,310.7,1737,27.0,225
L,298.5,309.4,1364,44.5,162
L,299.7,309.2,1645,30.8,137
L,303.0,312.7,2024,19.9,102
M,299.3,310.7,1374,48.9,222
L,300.5,309.8,1305,51.7,202
L,298.8,309.8,1493,38.5,132
L,303.3,312.7,1643,30.7,142
M,304.3,313.6,1489,40.3,196
M,302.0,310.9,1558,45.3,193
L,301.4,310.7,1673,27.8,181
L,300.7,310.8,1772,27.3,69
L,298.0,308.7,1506,47.0,208
L,301.9,310.7,1717,26.8,27
M,297.4,309.3,1622,35.0,123
L,297.4,308.6,1439,51.9,188
L,297.4,309.3,1332,53.2,115
H,299.8,309.2,1435,42.6,111
M,301.9,311.0,1384,47.4,121
L,297.5,308.3,2564,12.8,127
L,302.2,311.4,1390,48.1,40
M,298.1,307.8,1503,44.7,54
M,299.6,309.2,1393,47.7,28
L,303.9,312.9,1526,42.5,194
H,297.4,308.2,1585,46.2,37
L,298.9,309.9,1365,46.5,75
L,299.1,309.8,1398,55.4,217
L,300.1,311.5,1549,34.7,189
L,299.4,309.0,1436,47.9,75
M,301.9,310.9,2305,16.1,42
L,298.3,309.4,1546,36.1,94
L,297.4,308.5,1418,51.2,52
M,302.4,310.9,1435,42.3,83
L,296.5,307.3,1501,42.1,162
M,300.9,311.4,1532,41.5,126
L,297.4,308.4,1369,50.6,220
L,298.4,308.1,1491,50.0,156
M,298.4,308.1,1495,46.0,203
L,301.0,311.4,1478,39.5,75
L,302.4,311.7,1495,36.8,215
L,299.0,310.2,1490,41.1,54
L,302.2,311.6,1383,44.3,72
L,302.6,310.9,1331,52.0,154
L,301.9,310.6,1573,36.6,15
L,298.2,308.1,1306,58.3,35
M,298.6,309.0,1481,40.8,6
M,300.7,311.7,1412,49.1,219
H,301.5,310.6,1512,39.0,143
L,303.1,311.3,1474,34.8,215
L,300.4,309.8,1342,52.5,68
L,297.8,308.4,2129,19.2,148
L,302.2,311.3,1378,55.5,35
M,297.8,307.8,1543,43.7,8
M,300.2,309.9,1569,31.2,176
L,299.9,309.3,1473,40.4,59
M,300.1,310.5,1329,57.4,99
L,300.3,309.2,1587,31.4,43
M,297.8,309.1,1432,42.6,17
L,301.8,311.3,1551,35.8,61
L,298.3,307.9,1507,41.2,149
L,297.2,308.6,1335,53.0,39
L,301.6,310.2,1384,57.1,68
L,300.4,309.5,1543,38.9,37
M,297.2,308.5,1584,40.0,4
L,301.0,310.9,1492,44.6,15
L,298.9,310.2,1971,23.2,155
L,298.4,308.3,1473,39.9,184
L,297.9,307.8,1665,33.9,102
L,297.5,308.8,1309,57.3,0
L,301.2,312.3,1528,38.4,85
L,300.9,310.8,1708,29.1,14
L,297.6,308.3,1438,47.8,84
M,297.3,309.0,1556,39.5,168
L,300.4,310.5,1578,32.8,26
L,298.2,308.8,1345,44.3,37
L,298.7,309.7,1881,21.7,29
L,297.9,308.1,1585,33.5,212
L,298.2,309.1,1467,44.5,80
L,301.3,310.1,1355,53.6,193
M,298.8,309.8,1490,38.6,127
M,299.1,310.6,1449,43.2,80
M,303.4,311.5,1483,43.0,117
L,301.5,310.6,1357,42.1,212
L,304.4,313.6,1585,38.9,9
M,302.3,311.7,1368,53.6,165
M,295.6,306.1,1669,29.0,161
M,298.0,309.2,1558,41.7,35
L,300.4,311.4,1936,23.9,131
H,298.6,308.8,1566,39.1,36
L,303.4,312.3,1479,42.8,92
L,300.0,310.4,1505,44.9,133
H,301.5,310.5,1587,33.8,57
M,300.9,310.7,1268,56.3,161
L,298.2,308.9,1336,45.0,66
L,297.1,308.4,1422,42.1,148
M,301.6,310.6,1309,65.8,75
L,302.0,311.0,1550,35.2,184
L,297.7,308.4,1289,51.3,82
L,297.9,307.5,1602,38.3,21
M,298.1,307.9,1662,28.9,76
M,300.8,310.6,1505,36.2,0
L,300.2,309.4,1981,21.4,44
M,301.5,310.6,1638,31.9,137
L,299.7,311.0,1827,25.4,194
L,302.5,310.2,1329,50.6,148
L,301.6,310.7,1424,50.5,214
L,301.8,310.3,1482,41.4,63
L,301.0,310.3,1617,34.5,126
L,298.2,309.0,1596,37.2,87
L,296.0,306.7,1416,44.2,46
M,301.4,310.5,1217,60.6,103
M,300.2,311.4,1960,20.9,20
L,297.4,308.7,1638,31.9,131
L,301.5,310.8,1382,52.4,165
M,298.0,309.4,1276,65.9,50
L,297.3,308.6,1385,55.2,156
L,297.6,308.5,1452,42.6,116
M,296.2,307.2,1389,48.6,7
L,302.2,311.4,1609,32.1,41
L,303.6,313.0,1617,30.9,122
M,297.6,308.4,1398,41.9,215
L,297.5,308.7,1456,44.7,29
M,302.5,311.0,1387,52.1,116
M,301.1,310.5,1603,32.6,121
M,302.5,311.9,1524,34.8,86
L,299.4,309.3,1448,48.6,44
L,301.7,310.8,1559,44.5,135
L,298.2,308.8,1540,34.8,32
M,297.8,309.2,1295,61.2,12
M,300.7,309.6,1525,36.5,71
L,300.6,309.5,1471,49.6,29
M,300.1,309.2,1687,27.7,95
L,300.1,309.3,1685,27.1,203
L,299.9,311.3,1429,58.2,103
M,295.4,305.8,1526,38.2,181
L,299.9,309.5,1349,51.3,176
L,302.6,312.4,1628,33.0,15
L,303.9,313.1,1665,29.6,0
L,301.2,312.4,1480,53.5,97
L,298.8,310.5,1384,52.8,200
M,298.3,308.4,1444,47.5,178
L,297.9,307.7,1590,34.6,57
L,297.4,309.2,1428,38.8,26
L,301.0,309.5,1430,48.5,122
L,301.7,311.2,1418,38.0,166
H,303.8,312.9,1570,35.8,147
L,299.7,310.3,1386,46.6,2
M,297.6,308.6,1492,35.5,88
M,301.0,310.8,1533,39.3,194
M,302.2,311.7,1584,36.2,63
L,300.1,309.1,1353,58.7,86
L,299.5,309.3,1409,44.7,46
H,300.3,311.7,1655,29.9,193
L,299.0,309.4,1419,48.3,91
L,300.7,310.9,1356,65.3,66
L,302.7,311.0,1694,29.8,150
L,302.4,310.4,1666,29.7,125
M,300.7,311.0,1559,42.8,121
L,298.6,308.4,1562,34.4,25
L,300.6,310.4,1457,47.7,120
M,296.1,307.0,1523,42.0,164
L,302.3,311.2,1401,49.7,118
L,299.3,309.0,1786,23.5,100
L,301.6,310.6,1321,60.8,73
L,298.9,310.0,1422,43.6,78
H,301.5,310.7,1790,26.2,8
L,301.3,310.7,1516,46.0,119
L,302.4,311.0,1486,40.4,192
L,301.7,309.9,1607,37.7,93
L,299.7,310.6,1737,26.1,144
M,300.7,309.4,1589,35.0,52
L,300.3,311.4,1343,57.7,142
M,302.3,311.1,1295,57.1,146
M,300.5,311.3,1468,41.1,34
L,302.4,310.2,1400,53.7,175
L,303.7,312.4,1348,51.0,152
L,302.7,312.4,1954,24.8,13
L,304.4,313.7,1607,33.5,5
M,303.6,312.8,1825,25.2,29
L,299.9,309.4,1467,41.2,20
L,300.5,309.3,1528,37.0,221
L,300.5,309.8,1507,42.5,117
M,300.2,310.1,1474,44.0,198
M,300.8,310.8,1415,44.5,87
H,299.1,310.6,1332,48.0,148
L,298.8,308.9,1398,51.5,0
L,304.1,313.0,1408,45.3,28
L,301.4,311.1,1800,26.0,135
L,302.3,311.3,1324,47.8,131
L,296.9,307.8,1400,57.1,202
L,300.4,311.8,1272,59.2,198
M,297.9,309.0,2456,13.9,82
L,300.2,311.7,1603,30.5,176
L,301.5,310.7,1423,44.0,222
L,298.1,308.7,1671,28.8,41
L,297.5,308.4,1604,38.1,106
L,300.1,311.3,1305,64.7,66
L,299.0,310.2,1690,30.7,244
M,299.7,310.7,1498,37.8,146
L,299.5,309.3,1941,22.5,18
L,300.8,309.7,1481,38.1,153
M,300.5,311.9,1323,57.9,155
L,300.5,310.3,1683,31.5,8
H,297.7,307.3,1514,38.6,19
L,300.3,311.7,1707,33.6,158
H,297.7,308.9,1479,40.9,87
M,297.7,309.2,1700,27.4,176
L,302.3,311.3,1682,34.4,127
L,298.3,308.4,1408,43.1,177
L,301.8,311.1,1495,36.9,197
L,300.3,309.9,1393,56.1,12
L,297.1,308.5,1425,40.0,35
L,300.0,310.5,1606,33.5,135
M,298.0,307.6,1508,41.8,89
L,298.1,307.7,1495,48.1,111
L,302.3,311.0,1428,47.9,174
L,303.3,311.8,1842,24.5,67
L,300.8,312.5,1434,50.7,121
M,299.9,310.4,1367,53.3,201
M,299.0,309.0,1575,35.3,47
L,301.2,310.4,1515,38.4,51
L,296.5,307.6,1415,44.2,106
L,298.7,309.8,1546,40.9,109
L,299.9,309.4,1348,52.8,31
L,300.7,309.7,1507,52.4,163
L,298.8,309.8,1363,44.0,25
M,301.2,310.9,1460,46.7,166
L,298.8,308.9,1527,32.4,189
H,300.6,311.7,1427,44.6,87
H,295.6,306.3,1509,35.8,60
M,300.5,309.5,1320,49.9,59
L,299.2,310.5,1705,29.5,95
L,298.6,309.5,1325,52.2,127
L,297.6,309.5,1569,36.2,63
H,297.7,309.7,1440,51.1,191
L,297.9,309.8,2000,21.3,29
L,298.9,310.4,1546,37.7,159
L,300.4,309.7,1692,27.4,115
L,301.2,310.6,1389,45.3,64
L,298.4,309.2,1610,32.4,194
M,300.3,311.4,1371,50.2,109
M,302.5,312.0,1487,46.1,175
M,297.4,308.6,1469,42.6,80
L,299.0,308.6,1946,22.3,102
L,300.1,311.5,1659,31.1,203
L,297.5,308.6,1536,39.0,202
L,301.5,310.4,1270,54.2,26
M,299.0,310.3,1447,39.9,78
L,299.1,310.5,1437,43.1,40
L,302.1,310.7,1465,40.7,13
M,302.3,311.5,1530,42.3,21
H,302.2,311.1,1426,50.6,101
H,300.8,310.5,1559,40.1,220
L,298.8,309.8,1663,28.2,67
L,303.7,312.2,1487,34.0,94
L,298.8,309.8,1599,33.6,131
L,300.8,311.8,1427,43.3,180
L,303.4,312.9,1389,54.1,109
L,299.3,308.6,1433,37.7,42
M,298.0,308.9,1339,51.4,68
L,300.2,310.1,1440,51.1,41
L,302.4,311.8,1476,46.6,110
L,302.3,312.0,1398,43.3,171
M,303.8,312.7,1555,33.4,128
L,300.7,310.9,1723,31.0,73
L,300.2,309.5,1356,51.1,133
L,303.7,312.4,1316,59.3,137
L,303.8,312.9,1442,48.3,52
M,300.7,309.5,1352,44.0,126
H,301.6,310.5,1786,27.1,35
L,303.4,311.7,1406,47.1,213
L,299.8,309.2,1591,37.5,109
L,302.4,311.9,1671,29.9,204
L,301.3,310.5,1390,45.8,63
M,302.7,311.1,1297,60.7,125
L,301.8,311.5,1443,43.3,134
L,299.1,308.2,1319,60.3,36
M,299.6,310.6,1633,34.2,151
L,298.2,308.4,1512,34.9,181
H,297.2,308.3,1453,45.8,105
M,303.2,311.5,1336,58.2,2
L,298.4,309.7,1581,34.6,150
L,300.9,310.5,1570,40.1,79
L,302.4,310.1,1418,52.3,141
M,301.2,310.4,1697,30.0,120
L,299.0,308.9,1511,35.9,16
L,301.0,311.2,1467,45.4,36
L,300.6,312.0,1670,29.4,134
L,302.2,310.0,1483,48.7,20
L,301.9,310.6,1331,68.6,85
L,299.2,309.0,1408,47.2,0
M,302.3,311.5,1445,44.8,65
L,300.7,309.3,1580,38.3,102
M,301.0,310.9,1515,41.8,170
M,299.5,310.8,1507,40.2,156
L,302.8,312.1,1441,52.1,79
M,298.1,308.2,1342,48.1,54
L,302.3,310.9,1620,30.3,112
L,299.6,310.8,1400,40.8,118
L,298.5,309.3,1471,44.7,119
L,303.5,311.9,1344,49.3,93
L,302.4,311.2,1466,43.9,152
L,302.5,311.2,1545,40.1,165
H,298.4,308.5,1398,47.1,122
L,300.1,309.8,1506,35.2,21
L,298.2,308.9,1278,54.0,18
M,301.7,310.6,1492,42.2,85
L,295.8,306.4,1325,56.2,65
L,303.5,312.3,1946,21.1,112
M,302.8,312.3,1416,42.7,241
L,300.0,311.4,1927,24.6,132
L,300.5,311.9,1431,49.4,37
L,298.9,309.7,1449,48.8,147
M,302.9,312.4,1421,46.0,206
L,299.7,309.2,1412,45.4,147
M,299.9,309.5,1412,57.9,59
L,298.0,308.7,1462,48.2,204
L,295.5,306.1,1573,35.1,129
L,297.4,308.2,1639,33.8,39
M,301.5,310.5,1737,29.3,114
L,299.0,308.7,1892,22.8,96
M,300.8,312.0,1274,67.3,159
L,299.1,310.2,1695,29.6,8
L,302.7,312.3,1346,61.2,170
L,298.2,307.8,1355,51.3,70
L,300.5,311.9,1576,31.1,149
M,301.0,309.6,1588,32.7,138
M,298.9,310.2,1331,49.0,121
M,302.2,311.4,1538,37.4,37
L,298.9,309.1,1383,54.9,145
L,297.4,308.3,1706,30.9,9
M,300.0,311.4,1352,61.8,10
M,297.7,309.2,1732,28.8,152
L,298.4,309.7,1419,41.3,159
L,298.5,309.7,2617,12.1,102
L,299.2,310.5,1458,44.1,91
L,299.8,309.6,1598,31.0,139
L,301.3,311.0,1542,33.6,80
L,302.1,311.2,1454,59.2,153
L,301.3,310.6,1481,40.9,57
L,297.4,308.5,1496,36.4,126
L,303.5,312.7,1694,27.3,40
M,299.8,309.4,1751,27.0,173
L,298.2,307.8,1575,35.0,137
M,299.8,309.7,1556,37.7,124
L,297.2,308.1,1712,30.9,204
L,299.5,309.3,1382,61.0,140
L,298.8,309.9,1525,39.7,77
L,301.0,310.4,1614,31.6,84
M,303.5,312.3,1624,34.8,121
L,301.6,311.1,1907,21.5,102
M,303.0,311.1,1526,37.3,176
H,300.7,310.5,1567,38.7,129
L,300.3,311.8,1548,33.0,16
L,298.1,307.9,1578,35.6,55
M,298.7,309.6,1382,48.1,186
L,301.6,310.7,1679,29.5,10
L,297.2,308.4,1462,51.2,102
L,297.7,309.1,1562,36.8,172
L,300.4,311.2,1530,32.0,169
L,296.1,306.7,1409,42.8,134
L,298.2,307.8,1439,41.6,62
L,298.6,309.9,1630,30.6,2
L,298.7,309.8,1354,53.3,212
M,300.3,309.2,1364,47.6,45
H,298.5,308.4,1612,36.1,174
L,299.4,309.3,1544,36.0,197
H,298.5,309.4,2011,21.0,59
H,298.3,308.9,1706,31.8,8
M,297.4,308.4,1441,46.8,116
M,297.3,308.0,1598,29.4,148
M,299.3,308.9,1767,24.8,196
M,303.4,311.9,1510,42.2,36
L,299.7,310.9,1384,48.2,188
L,300.3,311.3,1505,39.6,107
M,300.3,309.6,1524,38.4,54
L,301.9,310.3,1485,46.3,24
L,301.9,310.5,1477,42.4,128
L,298.1,308.4,1592,38.2,211
L,298.7,308.5,1616,30.2,34
M,300.3,311.5,1445,47.3,40
L,303.5,312.0,1761,25.8,105
L,299.7,309.2,1411,46.1,173
M,300.8,310.7,1371,44.7,205
L,297.1,308.5,1578,35.6,46
H,297.6,309.6,1428,46.6,13
L,303.6,312.4,1781,28.7,124
M,300.7,311.3,1562,37.1,58
L,302.8,312.4,1529,36.8,237
H,298.6,309.6,1593,33.3,95
L,297.4,308.0,1383,46.2,188
M,298.9,308.5,1534,42.9,121
L,301.5,310.9,1891,23.2,122
L,299.1,310.4,1657,31.0,129
M,298.7,309.9,1654,29.1,195
L,298.1,308.0,1704,30.9,61
H,300.5,309.4,1502,34.3,40
M,297.4,309.1,1463,35.0,183
L,300.5,311.4,1466,41.8,112
M,302.1,310.7,1364,47.8,213
L,298.6,309.8,1469,42.8,205
M,300.6,309.8,1532,42.5,130
L,303.3,311.6,1301,45.1,219
M,302.3,311.7,1442,41.7,127
L,300.4,310.4,1298,61.4,19
L,301.7,311.0,1343,49.2,25
L,302.3,310.8,1421,41.4,102
M,300.8,310.5,1409,50.6,141
L,299.6,311.0,1554,36.3,62
L,298.7,309.9,1651,29.5,42
L,300.0,309.3,1364,41.2,104
M,303.5,312.3,1543,33.3,71
L,302.9,312.4,1923,23.9,244
M,298.9,308.7,1402,49.8,167
L,300.1,309.7,1641,30.4,41
M,298.0,308.6,1453,44.1,165
L,298.4,308.7,1523,36.1,126
L,301.8,310.7,1547,41.7,72
L,298.3,308.2,1472,44.3,71
L,303.5,311.6,1361,46.5,62
L,302.3,311.6,1665,34.3,139
H,296.8,307.8,1627,30.5,117
M,300.3,309.4,1612,33.1,150
H,303.8,312.5,1655,28.0,170
L,301.3,310.0,1506,40.8,11
L,297.6,308.3,1595,34.3,41
L,298.7,309.0,1691,30.1,154
L,301.5,311.0,1494,45.3,99
M,304.3,313.5,1525,42.0,2
M,298.5,309.6,1572,33.0,127
L,300.8,310.9,1732,25.7,109
H,300.1,309.3,1520,38.2,158
L,301.7,311.2,1517,42.4,113
L,301.7,310.6,1624,34.5,216
M,303.3,311.5,1384,54.8,48
L,303.4,311.8,1306,61.0,215
M,300.0,309.7,1652,28.6,112
M,297.5,308.4,1685,28.1,15
L,300.9,310.7,1359,46.0,151
M,298.5,309.5,1483,44.8,92
L,298.5,309.5,1579,38.6,126
H,298.9,310.5,1429,39.9,19
L,299.8,309.7,1457,51.9,89
H,300.0,309.5,1781,24.9,70
L,300.8,310.8,1741,27.1,39
M,298.0,308.5,1682,33.0,58
L,301.4,310.8,1389,52.7,125
L,297.9,307.4,1606,35.5,14
L,296.7,307.4,1535,34.6,114
M,301.6,310.8,1343,49.5,140
L,304.1,313.2,1824,25.8,186
M,299.3,308.8,1648,28.4,188
H,300.6,311.9,1604,30.5,45
M,300.4,311.3,1350,56.5,31
M,297.2,308.3,1794,27.5,38
L,302.3,311.7,1544,43.2,128
L,301.5,310.1,1639,33.4,47
M,297.4,308.7,1798,23.0,135
L,300.4,311.6,1815,23.5,49
L,296.3,307.4,1760,28.4,56
M,300.5,311.6,1454,41.4,108
L,298.2,309.0,1491,38.3,121
L,299.9,310.4,1419,45.7,178
H,298.9,310.1,1452,49.9,187
L,296.8,308.0,1371,54.5,86
L,298.2,308.9,1367,45.0,85
M,300.8,310.2,1304,52.5,157
L,301.7,310.9,1405,46.4,207
L,301.4,310.7,1436,54.1,90
L,299.0,310.1,1505,41.3,85
L,300.1,309.4,1464,41.7,30
L,302.4,310.3,1480,45.8,123
L,299.8,309.0,1567,36.1,95
L,297.9,308.6,1468,36.0,168
L,297.7,308.8,1354,50.2,103
L,300.1,309.4,1453,47.6,28
L,298.8,308.6,1730,25.9,59
L,298.0,307.6,1654,28.9,123
L,302.6,310.8,1470,41.2,156
M,297.4,308.6,1522,38.0,33
L,299.0,309.0,1469,40.1,13
L,300.1,309.7,2151,17.5,173
M,300.7,310.6,1505,35.6,105
L,302.2,311.5,1413,43.5,83
L,298.1,309.9,1634,30.0,53
L,298.1,307.9,2161,17.5,5
L,298.4,308.1,1395,44.0,92
L,298.5,308.8,1332,59.1,115
L,299.2,308.4,1402,47.7,24
L,297.6,308.6,1415,47.3,169
L,299.0,308.6,1466,46.4,112
H,302.2,311.2,1692,28.2,122
M,301.7,311.0,1510,47.8,27
M,298.2,308.7,1599,36.2,28
M,303.6,312.8,1689,33.1,16
H,303.4,312.3,1522,42.1,62
M,302.4,311.8,1557,31.5,49
L,302.7,312.4,1360,47.8,11
M,302.6,311.0,1589,39.0,122
H,300.5,309.4,1360,46.2,93
L,297.2,308.6,1489,40.2,214
M,299.5,310.9,1577,34.6,159
M,298.1,307.9,1569,37.0,29
H,303.0,312.5,1698,30.0,89
M,303.0,312.4,1645,29.6,129
L,300.0,311.4,1484,37.0,183
M,298.0,307.6,1581,43.4,113
L,301.1,312.3,1682,29.7,83
M,297.9,307.8,1450,43.5,106
L,301.3,310.1,1558,36.3,184
L,302.4,312.0,1457,45.5,206
H,303.5,312.0,1397,52.9,80
L,298.6,309.8,1497,41.6,118
L,302.2,311.3,1475,48.6,104
L,297.0,307.6,1680,35.8,20
H,300.4,309.7,1500,35.2,112
L,298.0,309.1,1822,23.5,122
M,300.3,311.7,1551,36.4,84
M,303.5,312.9,1883,23.3,100
L,298.3,308.3,1597,32.4,69
M,300.4,309.8,1430,43.4,198
L,298.7,309.6,1502,46.7,198
M,301.3,310.0,1593,30.8,210
L,299.8,311.1,2144,17.7,190
L,302.4,310.2,1539,37.7,29
L,301.3,310.4,1504,47.2,193
L,301.6,311.1,1680,29.2,111
L,300.1,311.5,1499,43.4,65
L,303.9,312.7,1789,24.4,163
L,300.6,309.4,1369,51.6,71
L,299.2,308.5,1867,27.0,138
H,298.3,309.0,1823,25.9,181
L,303.7,312.4,1718,26.5,130
L,300.2,309.3,1366,49.3,59
L,301.4,310.8,1490,38.0,168
L,298.4,310.1,1533,35.2,92
L,302.8,310.6,1470,41.1,205
M,303.1,312.6,1895,23.5,129
M,300.5,309.7,1685,29.4,140
L,299.5,310.8,1374,48.3,154
M,299.6,309.3,1553,32.4,112
L,299.0,310.1,1699,32.9,87
L,301.9,311.0,1376,44.9,186
L,302.0,310.5,1635,39.8,99
H,299.6,309.1,1588,41.3,0
M,302.5,310.5,1918,21.6,131
L,298.7,309.6,1364,44.9,106
L,297.6,308.6,1355,46.4,13
H,301.1,311.6,1417,53.4,0
L,300.2,309.8,1557,33.8,19
M,302.7,310.5,1398,47.3,70
M,302.2,311.7,1653,31.4,2
L,302.6,310.5,1511,37.2,197
M,298.8,309.2,1452,48.6,98
L,300.8,311.7,1655,32.2,12
L,302.1,310.9,1477,41.4,184
L,297.6,308.3,1523,39.5,137
L,300.8,310.6,1551,34.5,153
H,300.4,309.9,1513,38.7,76
